level_0,level_1,Non-satisfaction,Satisfaction,Statistics
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.23,15 (26.32%),42 (73.68%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.24000000000000002,10 (28.57%),25 (71.43%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.25,4 (20.00%),16 (80.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.26,78 (32.50%),162 (67.50%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.27,8 (32.00%),17 (68.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.28,10 (37.04%),17 (62.96%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.29000000000000004,13 (28.26%),33 (71.74%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.3,5 (41.67%),7 (58.33%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.31,92 (30.36%),211 (69.64%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.32,1 (14.29%),6 (85.71%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.33,3 (18.75%),13 (81.25%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.34,1 (16.67%),5 (83.33%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.35000000000000003,2 (33.33%),4 (66.67%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.36000000000000004,26 (37.68%),43 (62.32%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.37,7 (53.85%),6 (46.15%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.39,3 (33.33%),6 (66.67%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.4,2 (33.33%),4 (66.67%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.41000000000000003,44 (38.94%),69 (61.06%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.42000000000000004,1 (50.00%),1 (50.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.43,1 (33.33%),2 (66.67%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.44,1 (25.00%),3 (75.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.45,2 (50.00%),2 (50.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.46,9 (36.00%),16 (64.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.47000000000000003,1 (50.00%),1 (50.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.48000000000000004,3 (60.00%),2 (40.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.49,1 (25.00%),3 (75.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.5,2 (66.67%),1 (33.33%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.51,29 (65.91%),15 (34.09%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.56,2 (40.00%),3 (60.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,0.61,3 (75.00%),1 (25.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__년,1.0,1 (50.00%),1 (50.00%),
Year,0.0,1343 (48.59%),1421 (51.41%),"$\chi^2$=294.45, $p$=0.00"
Year,0.25,636 (26.82%),1735 (73.18%),
Year,0.5,745 (31.72%),1604 (68.28%),
Year,0.75,918 (36.40%),1604 (63.60%),
Year,1.0,950 (37.88%),1558 (62.12%),
지역규모별,0.0,1029 (42.57%),1388 (57.43%),"$\chi^2$=293.50, $p$=0.00"
지역규모별,0.5,2139 (42.96%),2840 (57.04%),
지역규모별,1.0,1424 (27.82%),3694 (72.18%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_5.0,0.0,1561 (49.09%),1619 (50.91%),"$\chi^2$=281.17, $p$=0.00"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_5.0,1.0,3031 (32.47%),6303 (67.53%),
사회참여,0.0,961 (54.29%),809 (45.71%),"$\chi^2$=273.99, $p$=0.00"
사회참여,1.0,3631 (33.80%),7113 (66.20%),
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,0.0,124 (46.62%),142 (53.38%),"$\chi^2$=245.79, $p$=0.00"
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,0.25,862 (44.36%),1081 (55.64%),
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,0.5,1579 (42.60%),2128 (57.40%),
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,0.75,1639 (32.47%),3408 (67.53%),
문F1-4) 다음 학습 관련 질문에 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__직장에서 필요로 하는 기술을 학교에서는 배울 수 없다.,1.0,388 (25.02%),1163 (74.98%),
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (3)직업능력향상교육,0.0,4327 (39.05%),6755 (60.95%),"$\chi^2$=229.42, $p$=0.00"
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (3)직업능력향상교육,1.0,265 (18.51%),1167 (81.49%),
DQ4. 귀하께서는 부양할 가족이 있습니까? (동거여부 무관),0.0,2111 (45.12%),2568 (54.88%),"$\chi^2$=227.59, $p$=0.00"
DQ4. 귀하께서는 부양할 가족이 있습니까? (동거여부 무관),1.0,2481 (31.67%),5354 (68.33%),
DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),0.0,1672 (44.84%),2057 (55.16%),"$\chi^2$=222.38, $p$=0.00"
DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),0.1111111111111111,2132 (35.71%),3838 (64.29%),
DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),0.2222222222222222,472 (31.59%),1022 (68.41%),
DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),0.3333333333333333,179 (23.90%),570 (76.10%),
DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),0.4444444444444444,99 (26.54%),274 (73.46%),
DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),0.5555555555555556,37 (18.78%),160 (81.22%),
DQ11. 귀하가 현재 소속되어 있는 직장의 규모는 어느 정도입니까? (사업장^ 상시근로자 기준),1.0,1 (50.00%),1 (50.00%),
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,0.0,1230 (41.85%),1709 (58.15%),"$\chi^2$=217.71, $p$=0.00"
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,0.2,300 (28.96%),736 (71.04%),
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,0.4000000000000001,225 (24.12%),708 (75.88%),
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,0.6000000000000001,108 (23.33%),355 (76.67%),
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,0.8,128 (23.88%),408 (76.12%),
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,1.0000000000000002,2601 (39.37%),4006 (60.63%),
DQ3. 귀하께서는 함께 동거하는 가족이 있습니까?,0.0,564 (58.32%),403 (41.68%),"$\chi^2$=210.06, $p$=0.00"
DQ3. 귀하께서는 함께 동거하는 가족이 있습니까?,1.0,4028 (34.88%),7519 (65.12%),
경활상태,0.0,1475 (46.91%),1669 (53.09%),"$\chi^2$=188.84, $p$=0.00"
경활상태,0.5,197 (33.68%),388 (66.32%),
경활상태,1.0,2920 (33.24%),5865 (66.76%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.0,1672 (44.84%),2057 (55.16%),"$\chi^2$=178.56, $p$=0.00"
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.01,1616 (33.93%),3147 (66.07%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.02,68 (31.05%),151 (68.95%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.03,185 (29.41%),444 (70.59%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.04,188 (36.15%),332 (63.85%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.05,73 (25.09%),218 (74.91%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.060000000000000005,181 (30.73%),408 (69.27%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.06999999999999999,328 (35.04%),608 (64.96%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.08,63 (30.58%),143 (69.42%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.09,95 (30.45%),217 (69.55%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.09999999999999999,55 (39.01%),86 (60.99%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.11,56 (35.67%),101 (64.33%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,0.12,11 (55.00%),9 (45.00%),
DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,1.0,1 (50.00%),1 (50.00%),
취약계층,0.0,1979 (38.54%),3156 (61.46%),"$\chi^2$=156.69, $p$=0.00"
취약계층,0.5,2355 (33.78%),4616 (66.22%),
취약계층,1.0,258 (63.24%),150 (36.76%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_3.0,0.0,3348 (33.91%),6526 (66.09%),"$\chi^2$=156.01, $p$=0.00"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_3.0,1.0,1244 (47.12%),1396 (52.88%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_0.0,0.0,2920 (33.24%),5865 (66.76%),"$\chi^2$=151.12, $p$=0.00"
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_0.0,0.0,2920 (33.24%),5865 (66.76%),"$\chi^2$=151.12, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_0.0,1.0,1672 (44.84%),2057 (55.16%),
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_0.0,1.0,1672 (44.84%),2057 (55.16%),
DQ8. 귀하께서는 현재 수입을 목적으로 일하고 계십니까?,0.0,1672 (44.84%),2057 (55.16%),"$\chi^2$=151.12, $p$=0.00"
취업구분,0.0,1672 (44.84%),2057 (55.16%),"$\chi^2$=151.12, $p$=0.00"
DQ8. 귀하께서는 현재 수입을 목적으로 일하고 계십니까?,1.0,2920 (33.24%),5865 (66.76%),
취업구분,1.0,2920 (33.24%),5865 (66.76%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_1,0.0,1804 (44.34%),2265 (55.66%),"$\chi^2$=151.03, $p$=0.00"
DQ7. 귀하의 주된 소득원천은 무엇입니까?_1,1.0,2788 (33.01%),5657 (66.99%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_3.0,0.0,4147 (38.83%),6533 (61.17%),"$\chi^2$=142.33, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_3.0,1.0,445 (24.26%),1389 (75.74%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_5,0.0,4462 (36.14%),7885 (63.86%),"$\chi^2$=121.59, $p$=0.00"
DQ7. 귀하의 주된 소득원천은 무엇입니까?_5,1.0,130 (77.84%),37 (22.16%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_9.0,0.0,4207 (35.56%),7624 (64.44%),"$\chi^2$=119.48, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_9.0,1.0,385 (56.37%),298 (43.63%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_2.0,0.0,4409 (36.02%),7833 (63.98%),"$\chi^2$=110.62, $p$=0.00"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_2.0,1.0,183 (67.28%),89 (32.72%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_4,0.0,4260 (35.76%),7654 (64.24%),"$\chi^2$=93.41, $p$=0.00"
DQ7. 귀하의 주된 소득원천은 무엇입니까?_4,1.0,332 (55.33%),268 (44.67%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_0.0,0.0,4507 (36.32%),7901 (63.68%),"$\chi^2$=85.18, $p$=0.00"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_0.0,1.0,85 (80.19%),21 (19.81%),
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_1.0,0.0,2953 (39.72%),4481 (60.28%),"$\chi^2$=71.96, $p$=0.00"
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_1.0,1.0,1639 (32.26%),3441 (67.74%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_9.0,0.0,4567 (36.58%),7919 (63.42%),"$\chi^2$=31.18, $p$=0.00"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_9.0,1.0,25 (89.29%),3 (10.71%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_7.0,0.0,4373 (37.31%),7349 (62.69%),"$\chi^2$=29.35, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_7.0,1.0,219 (27.65%),573 (72.35%),
형식교육 참여자,0.0,4564 (36.96%),7785 (63.04%),"$\chi^2$=27.15, $p$=0.00"
형식교육 참여자,1.0,28 (16.97%),137 (83.03%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_3,0.0,3302 (35.45%),6012 (64.55%),"$\chi^2$=24.01, $p$=0.00"
DQ7. 귀하의 주된 소득원천은 무엇입니까?_3,1.0,1290 (40.31%),1910 (59.69%),
성별,0.0,2434 (38.60%),3872 (61.40%),"$\chi^2$=19.66, $p$=0.00"
성별,1.0,2158 (34.76%),4050 (65.24%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_2.0,0.0,4535 (36.96%),7736 (63.04%),"$\chi^2$=18.12, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_2.0,1.0,57 (23.46%),186 (76.54%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_1.0,0.0,4569 (36.88%),7820 (63.12%),"$\chi^2$=17.41, $p$=0.00"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_1.0,1.0,23 (18.40%),102 (81.60%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_1.0,0.0,4576 (36.86%),7839 (63.14%),"$\chi^2$=17.23, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_1.0,1.0,16 (16.16%),83 (83.84%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_6.0,0.0,4346 (36.37%),7605 (63.63%),"$\chi^2$=12.12, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_6.0,1.0,246 (43.69%),317 (56.31%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_5.0,0.0,3914 (37.36%),6563 (62.64%),"$\chi^2$=12.01, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_5.0,1.0,678 (33.28%),1359 (66.72%),
DQ5. 귀하께서는 취학 전의 손자·손녀가 있습니까? (동거여부 무관),0.0,3873 (36.11%),6853 (63.89%),"$\chi^2$=10.94, $p$=0.00"
DQ5. 귀하께서는 취학 전의 손자·손녀가 있습니까? (동거여부 무관),1.0,719 (40.21%),1069 (59.79%),
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (1)학위취득을위한교육,0.0,4553 (36.85%),7801 (63.15%),"$\chi^2$=10.06, $p$=0.00"
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (1)학위취득을위한교육,1.0,39 (24.38%),121 (75.62%),
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_2.0,0.0,3311 (37.59%),5498 (62.41%),"$\chi^2$=10.05, $p$=0.00"
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_2.0,1.0,1281 (34.57%),2424 (65.43%),
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (5)문화예술스포츠교육,0.0,4582 (36.79%),7873 (63.21%),"$\chi^2$=9.11, $p$=0.00"
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (5)문화예술스포츠교육,1.0,10 (16.95%),49 (83.05%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_4.0,0.0,3905 (37.27%),6573 (62.73%),"$\chi^2$=8.97, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_4.0,1.0,687 (33.74%),1349 (66.26%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_2,0.0,4543 (36.59%),7873 (63.41%),"$\chi^2$=6.96, $p$=0.01"
DQ7. 귀하의 주된 소득원천은 무엇입니까?_2,1.0,49 (50.00%),49 (50.00%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_10.0,0.0,4591 (36.73%),7910 (63.27%),"$\chi^2$=3.55, $p$=0.06"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_10.0,1.0,1 (7.69%),12 (92.31%),
DQ6. 귀하께서는 건강에 자신 있습니까?_2,0.0,2361 (37.36%),3959 (62.64%),"$\chi^2$=2.36, $p$=0.12"
DQ6. 귀하께서는 건강에 자신 있습니까?_2,1.0,2231 (36.02%),3963 (63.98%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_4.0,0.0,4591 (36.71%),7914 (63.29%),"$\chi^2$=1.56, $p$=0.21"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_4.0,1.0,1 (11.11%),8 (88.89%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_6,0.0,4589 (36.68%),7921 (63.32%),"$\chi^2$=1.15, $p$=0.28"
DQ7. 귀하의 주된 소득원천은 무엇입니까?_6,1.0,3 (75.00%),1 (25.00%),
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (2)성인기초및문해교육,0.0,4581 (36.68%),7909 (63.32%),"$\chi^2$=0.52, $p$=0.47"
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (2)성인기초및문해교육,1.0,11 (45.83%),13 (54.17%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_8.0,0.0,4410 (36.64%),7627 (63.36%),"$\chi^2$=0.39, $p$=0.53"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_8.0,1.0,182 (38.16%),295 (61.84%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_11.0,0.0,4588 (36.69%),7918 (63.31%),"$\chi^2$=0.17, $p$=0.68"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_11.0,1.0,4 (50.00%),4 (50.00%),
DQ9-1. 귀하의 현재 종사상 지위는 어떻게 되십니까?,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
근로시간형태,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A1-2) 참여한 프로그램 수는 몇개입니까? (2) 성인기초 및 문자해득교육(문해교육),0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A1-2) 참여한 프로그램 수는 몇개입니까? (3) 직업능력향상교육,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A1-2) 참여한 프로그램 수는 몇개입니까? (4) 인문교양교육,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A1-2) 참여한 프로그램 수는 몇개입니까? (5) 문화예술스포츠교육,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A1-2) 참여한 프로그램 수는 몇개입니까? (6) 시민참여교육,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A2-10) 프로그램만족도__(3)직업능력향상교육_1,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A2-2) 프로그램 형태__(3)직업능력향상교육_1,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A2-5) 참여목적__(3)직업능력향상교육_1,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A2-6) 연간참여시간__(3)직업능력향상교육_1,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A2-7) 자기부담학습비__(3)직업능력향상교육_1,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_1,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A3-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A3-3) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__교양 함양이나 지식 습득 등 자기 계발,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A3-6) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__성과급^ 연봉 등 소득 증대,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A3-7) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__고용안정,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A3-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문A3-9) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__친목도모 증진,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)1,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
문G1-3) 지난 한 해 동안 동아리에서 활동한 적이 있습니까? 있다면^ 몇 회 정도 참여하셨습니까?__참여횟수,0.0,4592 (36.69%),7922 (63.31%),"$T$=nan, $p$=nan"
